Date,Price,Quatity Sold
Jul 25 2016 01: +0,0.03,15563
Jul 26 2016 01: +0,0.03,17726
Jul 27 2016 01: +0,0.03,19401
Jul 28 2016 01: +0,0.03,19637
Jul 29 2016 01: +0,0.03,21808
Jul 30 2016 01: +0,0.03,20515
Jul 31 2016 01: +0,0.03,18846
Aug 01 2016 01: +0,0.03,16666
Aug 02 2016 01: +0,0.03,16742
Aug 03 2016 01: +0,0.03,18560
Aug 04 2016 01: +0,0.03,21637
Aug 05 2016 01: +0,0.03,14112
Aug 06 2016 01: +0,0.03,16383
Aug 07 2016 01: +0,0.03,15758
Aug 08 2016 01: +0,0.03,16681
Aug 09 2016 01: +0,0.03,12843
Aug 10 2016 01: +0,0.03,15891
Aug 11 2016 01: +0,0.03,16747
Aug 12 2016 01: +0,0.03,16675
Aug 13 2016 01: +0,0.03,13552
Aug 14 2016 01: +0,0.03,13203
Aug 15 2016 01: +0,0.03,18598
Aug 16 2016 01: +0,0.03,20326
Aug 17 2016 01: +0,0.03,15315
Aug 18 2016 01: +0,0.03,14946
Aug 19 2016 01: +0,0.03,18071
Aug 20 2016 01: +0,0.03,16672
Aug 21 2016 01: +0,0.03,17736
Aug 22 2016 01: +0,0.03,17267
Aug 23 2016 01: +0,0.03,15848
Aug 24 2016 01: +0,0.03,19376
Aug 25 2016 01: +0,0.03,14599
Aug 26 2016 01: +0,0.03,15088
Aug 27 2016 01: +0,0.03,17347
Aug 28 2016 01: +0,0.03,16747
Aug 29 2016 01: +0,0.03,17202
Aug 30 2016 01: +0,0.03,16647
Aug 31 2016 01: +0,0.03,16566
Sep 01 2016 01: +0,0.03,13704
Sep 02 2016 01: +0,0.03,13234
Sep 03 2016 01: +0,0.03,14777
Sep 04 2016 01: +0,0.03,15995
Sep 05 2016 01: +0,0.03,16250
Sep 06 2016 01: +0,0.03,13665
Sep 07 2016 01: +0,0.03,13356
Sep 08 2016 01: +0,0.03,15648
Sep 09 2016 01: +0,0.03,13601
Sep 10 2016 01: +0,0.03,12919
Sep 11 2016 01: +0,0.03,15276
Sep 12 2016 01: +0,0.03,14023
Sep 13 2016 01: +0,0.03,12444
Sep 14 2016 01: +0,0.03,12500
Sep 15 2016 01: +0,0.03,15146
Sep 16 2016 01: +0,0.03,14317
Sep 17 2016 01: +0,0.03,12660
Sep 18 2016 01: +0,0.03,17021
Sep 19 2016 01: +0,0.03,12434
Sep 20 2016 01: +0,0.03,11602
Sep 21 2016 01: +0,0.03,11749
Sep 22 2016 01: +0,0.03,10516
Sep 23 2016 01: +0,0.03,13813
Sep 24 2016 01: +0,0.03,14047
Sep 25 2016 01: +0,0.03,15188
Sep 26 2016 01: +0,0.03,11281
Sep 27 2016 01: +0,0.03,13489
Sep 28 2016 01: +0,0.03,11609
Sep 29 2016 01: +0,0.03,11687
Sep 30 2016 01: +0,0.03,10380
Oct 01 2016 01: +0,0.03,13066
Oct 02 2016 01: +0,0.03,12858
Oct 03 2016 01: +0,0.03,9532
Oct 04 2016 01: +0,0.03,14887
Oct 05 2016 01: +0,0.03,14126
Oct 06 2016 01: +0,0.03,10783
Oct 07 2016 01: +0,0.03,13895
Oct 08 2016 01: +0,0.03,13145
Oct 09 2016 01: +0,0.03,12967
Oct 10 2016 01: +0,0.03,11052
Oct 11 2016 01: +0,0.03,10623
Oct 12 2016 01: +0,0.03,9311
Oct 13 2016 01: +0,0.03,9067
Oct 14 2016 01: +0,0.03,8928
Oct 15 2016 01: +0,0.03,12987
Oct 16 2016 01: +0,0.03,13443
Oct 17 2016 01: +0,0.03,10106
Oct 18 2016 01: +0,0.03,12967
Oct 19 2016 01: +0,0.03,9333
Oct 20 2016 01: +0,0.03,12792
Oct 21 2016 01: +0,0.03,11702
Oct 22 2016 01: +0,0.03,10878
Oct 23 2016 01: +0,0.03,13255
Oct 24 2016 01: +0,0.03,11570
Oct 25 2016 01: +0,0.03,9641
Oct 26 2016 01: +0,0.03,10598
Oct 27 2016 01: +0,0.03,12251
Oct 28 2016 01: +0,0.03,12699
Oct 29 2016 01: +0,0.03,12527
Oct 30 2016 01: +0,0.03,12097
Oct 31 2016 01: +0,0.03,10904
Nov 01 2016 01: +0,0.03,13360
Nov 02 2016 01: +0,0.03,14056
Nov 03 2016 01: +0,0.03,8741
Nov 04 2016 01: +0,0.03,13767
Nov 05 2016 01: +0,0.03,16605
Nov 06 2016 01: +0,0.03,14192
Nov 07 2016 01: +0,0.03,13840
Nov 08 2016 01: +0,0.03,14423
Nov 09 2016 01: +0,0.03,13043
Nov 10 2016 01: +0,0.03,14440
Nov 11 2016 01: +0,0.03,20332
Nov 12 2016 01: +0,0.03,15005
Nov 13 2016 01: +0,0.03,16528
Nov 14 2016 01: +0,0.03,15392
Nov 15 2016 01: +0,0.03,11293
Nov 16 2016 01: +0,0.03,13973
Nov 17 2016 01: +0,0.03,14090
Nov 18 2016 01: +0,0.03,13146
Nov 19 2016 01: +0,0.03,16273
Nov 20 2016 01: +0,0.03,13725
Nov 21 2016 01: +0,0.03,15799
Nov 22 2016 01: +0,0.03,13042
Nov 23 2016 01: +0,0.03,10363
Nov 24 2016 01: +0,0.03,10119
Nov 25 2016 01: +0,0.03,13154
Nov 26 2016 01: +0,0.03,12109
Nov 27 2016 01: +0,0.03,15638
Nov 28 2016 01: +0,0.03,10025
Nov 29 2016 01: +0,0.03,11117
Nov 30 2016 01: +0,0.03,11072
Dec 01 2016 01: +0,0.03,11392
Dec 02 2016 01: +0,0.03,13953
Dec 03 2016 01: +0,0.03,12004
Dec 04 2016 01: +0,0.03,12363
Dec 05 2016 01: +0,0.03,12423
Dec 06 2016 01: +0,0.03,9105
Dec 07 2016 01: +0,0.03,8935
Dec 08 2016 01: +0,0.03,16370
Dec 09 2016 01: +0,0.03,12039
Dec 10 2016 01: +0,0.03,9429
Dec 11 2016 01: +0,0.03,8545
Dec 12 2016 01: +0,0.03,14200
Dec 13 2016 01: +0,0.03,9161
Dec 14 2016 01: +0,0.03,10357
Dec 15 2016 01: +0,0.03,9735
Dec 16 2016 01: +0,0.03,8974
Dec 17 2016 01: +0,0.03,11295
Dec 18 2016 01: +0,0.03,13619
Dec 19 2016 01: +0,0.03,11001
Dec 20 2016 01: +0,0.03,8682
Dec 21 2016 01: +0,0.03,7371
Dec 22 2016 01: +0,0.03,9727
Dec 23 2016 01: +0,0.03,7105
Dec 24 2016 01: +0,0.03,14533
Dec 25 2016 01: +0,0.03,14287
Dec 26 2016 01: +0,0.03,18597
Dec 27 2016 01: +0,0.03,12426
Dec 28 2016 01: +0,0.03,10421
Dec 29 2016 01: +0,0.03,9858
Dec 30 2016 01: +0,0.03,10464
Dec 31 2016 01: +0,0.03,9214
Jan 01 2017 01: +0,0.03,9395
Jan 02 2017 01: +0,0.03,11405
Jan 03 2017 01: +0,0.03,10086
Jan 04 2017 01: +0,0.03,8258
Jan 05 2017 01: +0,0.03,8029
Jan 06 2017 01: +0,0.03,9995
Jan 07 2017 01: +0,0.03,11431
Jan 08 2017 01: +0,0.03,10417
Jan 09 2017 01: +0,0.03,9475
Jan 10 2017 01: +0,0.03,8366
Jan 11 2017 01: +0,0.03,8857
Jan 12 2017 01: +0,0.03,10622
Jan 13 2017 01: +0,0.03,8912
Jan 14 2017 01: +0,0.03,12798
Jan 15 2017 01: +0,0.03,9497
Jan 16 2017 01: +0,0.03,9854
Jan 17 2017 01: +0,0.03,10343
Jan 18 2017 01: +0,0.03,7223
Jan 19 2017 01: +0,0.03,10890
Jan 20 2017 01: +0,0.03,10371
Jan 21 2017 01: +0,0.03,13283
Jan 22 2017 01: +0,0.03,17367
Jan 23 2017 01: +0,0.03,10072
Jan 24 2017 01: +0,0.03,8388
Jan 25 2017 01: +0,0.03,8261
Jan 26 2017 01: +0,0.03,8515
Jan 27 2017 01: +0,0.03,8754
Jan 28 2017 01: +0,0.03,9952
Jan 29 2017 01: +0,0.03,11200
Jan 30 2017 01: +0,0.03,11196
Jan 31 2017 01: +0,0.03,9598
Feb 01 2017 01: +0,0.03,8517
Feb 02 2017 01: +0,0.03,7926
Feb 03 2017 01: +0,0.03,9073
Feb 04 2017 01: +0,0.03,12048
Feb 05 2017 01: +0,0.03,11038
Feb 06 2017 01: +0,0.03,11405
Feb 07 2017 01: +0,0.03,8143
Feb 08 2017 01: +0,0.03,8376
Feb 09 2017 01: +0,0.03,8620
Feb 10 2017 01: +0,0.03,10489
Feb 11 2017 01: +0,0.03,10661
Feb 12 2017 01: +0,0.03,13029
Feb 13 2017 01: +0,0.03,12317
Feb 14 2017 01: +0,0.03,12014
Feb 15 2017 01: +0,0.03,9334
Feb 16 2017 01: +0,0.03,10146
Feb 17 2017 01: +0,0.03,11459
Feb 18 2017 01: +0,0.03,11860
Feb 19 2017 01: +0,0.03,10970
Feb 20 2017 01: +0,0.03,9617
Feb 21 2017 01: +0,0.03,7835
Feb 22 2017 01: +0,0.03,10116
Feb 23 2017 01: +0,0.03,12723
Feb 24 2017 01: +0,0.03,10992
Feb 25 2017 01: +0,0.03,14056
Feb 26 2017 01: +0,0.03,11618
Feb 27 2017 01: +0,0.03,9661
Feb 28 2017 01: +0,0.03,11206
Mar 01 2017 01: +0,0.03,9684
Mar 02 2017 01: +0,0.03,11324
Mar 03 2017 01: +0,0.03,11882
Mar 04 2017 01: +0,0.03,11017
Mar 05 2017 01: +0,0.03,12987
Mar 06 2017 01: +0,0.03,9776
Mar 07 2017 01: +0,0.03,12029
Mar 08 2017 01: +0,0.03,12622
Mar 09 2017 01: +0,0.03,11390
Mar 10 2017 01: +0,0.03,10188
Mar 11 2017 01: +0,0.03,15638
Mar 12 2017 01: +0,0.03,13712
Mar 13 2017 01: +0,0.03,10458
Mar 14 2017 01: +0,0.03,10452
Mar 15 2017 01: +0,0.03,8275
Mar 16 2017 01: +0,0.03,9878
Mar 17 2017 01: +0,0.03,11312
Mar 18 2017 01: +0,0.03,14340
Mar 19 2017 01: +0,0.03,15917
Mar 20 2017 01: +0,0.03,12012
Mar 21 2017 01: +0,0.03,10814
Mar 22 2017 01: +0,0.03,10335
Mar 23 2017 01: +0,0.03,10757
Mar 24 2017 01: +0,0.03,12202
Mar 25 2017 01: +0,0.03,17576
Mar 26 2017 01: +0,0.03,13549
Mar 27 2017 01: +0,0.03,12557
Mar 28 2017 01: +0,0.03,12556
Mar 29 2017 01: +0,0.03,12196
Mar 30 2017 01: +0,0.03,11991
Mar 31 2017 01: +0,0.03,11397
Apr 01 2017 01: +0,0.03,11369
