Date,Price,Quantity Sold,exterior,rarity
Jan 14 2022 01: +0,0.44,3672,Field-Tested,Mil-Spec Grade
Jan 15 2022 01: +0,0.453,3860,Field-Tested,Mil-Spec Grade
Jan 16 2022 01: +0,0.456,3713,Field-Tested,Mil-Spec Grade
Jan 17 2022 01: +0,0.456,3042,Field-Tested,Mil-Spec Grade
Jan 18 2022 01: +0,0.456,3219,Field-Tested,Mil-Spec Grade
Jan 19 2022 01: +0,0.453,3106,Field-Tested,Mil-Spec Grade
Jan 20 2022 01: +0,0.466,2917,Field-Tested,Mil-Spec Grade
Jan 21 2022 01: +0,0.45,3804,Field-Tested,Mil-Spec Grade
Jan 22 2022 01: +0,0.44,4251,Field-Tested,Mil-Spec Grade
Jan 23 2022 01: +0,0.449,4441,Field-Tested,Mil-Spec Grade
Jan 24 2022 01: +0,0.438,3271,Field-Tested,Mil-Spec Grade
Jan 25 2022 01: +0,0.453,3399,Field-Tested,Mil-Spec Grade
Jan 26 2022 01: +0,0.445,3335,Field-Tested,Mil-Spec Grade
Jan 27 2022 01: +0,0.443,3289,Field-Tested,Mil-Spec Grade
Jan 28 2022 01: +0,0.441,3580,Field-Tested,Mil-Spec Grade
Jan 29 2022 01: +0,0.443,3648,Field-Tested,Mil-Spec Grade
Jan 30 2022 01: +0,0.437,3639,Field-Tested,Mil-Spec Grade
Jan 31 2022 01: +0,0.448,3914,Field-Tested,Mil-Spec Grade
Feb 01 2022 01: +0,0.444,3376,Field-Tested,Mil-Spec Grade
Feb 02 2022 01: +0,0.445,3563,Field-Tested,Mil-Spec Grade
Feb 03 2022 01: +0,0.449,1334,Field-Tested,Mil-Spec Grade
Feb 03 2022 14: +0,0.444,147,Field-Tested,Mil-Spec Grade
Feb 03 2022 15: +0,0.451,163,Field-Tested,Mil-Spec Grade
Feb 03 2022 16: +0,0.441,169,Field-Tested,Mil-Spec Grade
Feb 03 2022 17: +0,0.441,147,Field-Tested,Mil-Spec Grade
Feb 03 2022 18: +0,0.441,193,Field-Tested,Mil-Spec Grade
Feb 03 2022 19: +0,0.45,226,Field-Tested,Mil-Spec Grade
Feb 03 2022 20: +0,0.441,133,Field-Tested,Mil-Spec Grade
Feb 03 2022 21: +0,0.455,205,Field-Tested,Mil-Spec Grade
Feb 03 2022 22: +0,0.457,119,Field-Tested,Mil-Spec Grade
Feb 03 2022 23: +0,0.459,173,Field-Tested,Mil-Spec Grade
Feb 04 2022 00: +0,0.465,125,Field-Tested,Mil-Spec Grade
Feb 04 2022 01: +0,0.444,75,Field-Tested,Mil-Spec Grade
Feb 04 2022 02: +0,0.459,52,Field-Tested,Mil-Spec Grade
Feb 04 2022 03: +0,0.484,45,Field-Tested,Mil-Spec Grade
Feb 04 2022 04: +0,0.478,44,Field-Tested,Mil-Spec Grade
Feb 04 2022 05: +0,0.457,37,Field-Tested,Mil-Spec Grade
Feb 04 2022 06: +0,0.457,58,Field-Tested,Mil-Spec Grade
Feb 04 2022 07: +0,0.472,54,Field-Tested,Mil-Spec Grade
Feb 04 2022 08: +0,0.457,84,Field-Tested,Mil-Spec Grade
Feb 04 2022 09: +0,0.444,102,Field-Tested,Mil-Spec Grade
Feb 04 2022 10: +0,0.457,160,Field-Tested,Mil-Spec Grade
Feb 04 2022 11: +0,0.444,101,Field-Tested,Mil-Spec Grade
Feb 04 2022 12: +0,0.444,145,Field-Tested,Mil-Spec Grade
Feb 04 2022 13: +0,0.444,140,Field-Tested,Mil-Spec Grade
Feb 04 2022 14: +0,0.444,132,Field-Tested,Mil-Spec Grade
Feb 04 2022 15: +0,0.433,127,Field-Tested,Mil-Spec Grade
Feb 04 2022 16: +0,0.444,183,Field-Tested,Mil-Spec Grade
Feb 04 2022 17: +0,0.455,143,Field-Tested,Mil-Spec Grade
Feb 04 2022 18: +0,0.452,148,Field-Tested,Mil-Spec Grade
Feb 04 2022 19: +0,0.457,164,Field-Tested,Mil-Spec Grade
Feb 04 2022 20: +0,0.46,209,Field-Tested,Mil-Spec Grade
Feb 04 2022 21: +0,0.463,180,Field-Tested,Mil-Spec Grade
Feb 04 2022 22: +0,0.446,123,Field-Tested,Mil-Spec Grade
Feb 04 2022 23: +0,0.446,140,Field-Tested,Mil-Spec Grade
Feb 05 2022 00: +0,0.446,78,Field-Tested,Mil-Spec Grade
Feb 05 2022 01: +0,0.457,75,Field-Tested,Mil-Spec Grade
Feb 05 2022 02: +0,0.461,52,Field-Tested,Mil-Spec Grade
Feb 05 2022 03: +0,0.461,52,Field-Tested,Mil-Spec Grade
Feb 05 2022 04: +0,0.461,64,Field-Tested,Mil-Spec Grade
Feb 05 2022 05: +0,0.457,55,Field-Tested,Mil-Spec Grade
Feb 05 2022 06: +0,0.459,46,Field-Tested,Mil-Spec Grade
Feb 05 2022 07: +0,0.457,59,Field-Tested,Mil-Spec Grade
Feb 05 2022 08: +0,0.457,59,Field-Tested,Mil-Spec Grade
Feb 05 2022 09: +0,0.46,122,Field-Tested,Mil-Spec Grade
Feb 05 2022 10: +0,0.457,81,Field-Tested,Mil-Spec Grade
Feb 05 2022 11: +0,0.457,107,Field-Tested,Mil-Spec Grade
Feb 05 2022 12: +0,0.47,139,Field-Tested,Mil-Spec Grade
Feb 05 2022 13: +0,0.459,118,Field-Tested,Mil-Spec Grade
Feb 05 2022 14: +0,0.457,160,Field-Tested,Mil-Spec Grade
Feb 05 2022 15: +0,0.473,209,Field-Tested,Mil-Spec Grade
Feb 05 2022 16: +0,0.464,180,Field-Tested,Mil-Spec Grade
Feb 05 2022 17: +0,0.459,174,Field-Tested,Mil-Spec Grade
Feb 05 2022 18: +0,0.459,215,Field-Tested,Mil-Spec Grade
Feb 05 2022 19: +0,0.473,197,Field-Tested,Mil-Spec Grade
Feb 05 2022 20: +0,0.472,250,Field-Tested,Mil-Spec Grade
Feb 05 2022 21: +0,0.46,139,Field-Tested,Mil-Spec Grade
Feb 05 2022 22: +0,0.459,174,Field-Tested,Mil-Spec Grade
Feb 05 2022 23: +0,0.457,110,Field-Tested,Mil-Spec Grade
Feb 06 2022 00: +0,0.462,110,Field-Tested,Mil-Spec Grade
Feb 06 2022 01: +0,0.473,74,Field-Tested,Mil-Spec Grade
Feb 06 2022 02: +0,0.459,103,Field-Tested,Mil-Spec Grade
Feb 06 2022 03: +0,0.46,57,Field-Tested,Mil-Spec Grade
Feb 06 2022 04: +0,0.453,70,Field-Tested,Mil-Spec Grade
Feb 06 2022 05: +0,0.459,117,Field-Tested,Mil-Spec Grade
Feb 06 2022 06: +0,0.489,88,Field-Tested,Mil-Spec Grade
Feb 06 2022 07: +0,0.48,60,Field-Tested,Mil-Spec Grade
Feb 06 2022 08: +0,0.465,44,Field-Tested,Mil-Spec Grade
Feb 06 2022 09: +0,0.457,89,Field-Tested,Mil-Spec Grade
Feb 06 2022 10: +0,0.47,106,Field-Tested,Mil-Spec Grade
Feb 06 2022 11: +0,0.47,144,Field-Tested,Mil-Spec Grade
Feb 06 2022 12: +0,0.469,138,Field-Tested,Mil-Spec Grade
Feb 06 2022 13: +0,0.457,190,Field-Tested,Mil-Spec Grade
Feb 06 2022 14: +0,0.469,166,Field-Tested,Mil-Spec Grade
Feb 06 2022 15: +0,0.47,139,Field-Tested,Mil-Spec Grade
Feb 06 2022 16: +0,0.473,255,Field-Tested,Mil-Spec Grade
Feb 06 2022 17: +0,0.46,140,Field-Tested,Mil-Spec Grade
Feb 06 2022 18: +0,0.46,177,Field-Tested,Mil-Spec Grade
Feb 06 2022 19: +0,0.457,151,Field-Tested,Mil-Spec Grade
Feb 06 2022 20: +0,0.457,229,Field-Tested,Mil-Spec Grade
Feb 06 2022 21: +0,0.47,177,Field-Tested,Mil-Spec Grade
Feb 06 2022 22: +0,0.469,145,Field-Tested,Mil-Spec Grade
Feb 06 2022 23: +0,0.457,116,Field-Tested,Mil-Spec Grade
Feb 07 2022 00: +0,0.457,192,Field-Tested,Mil-Spec Grade
Feb 07 2022 01: +0,0.459,69,Field-Tested,Mil-Spec Grade
Feb 07 2022 02: +0,0.459,83,Field-Tested,Mil-Spec Grade
Feb 07 2022 03: +0,0.458,36,Field-Tested,Mil-Spec Grade
Feb 07 2022 04: +0,0.457,41,Field-Tested,Mil-Spec Grade
Feb 07 2022 05: +0,0.459,40,Field-Tested,Mil-Spec Grade
Feb 07 2022 06: +0,0.459,57,Field-Tested,Mil-Spec Grade
Feb 07 2022 07: +0,0.459,37,Field-Tested,Mil-Spec Grade
Feb 07 2022 08: +0,0.471,79,Field-Tested,Mil-Spec Grade
Feb 07 2022 09: +0,0.46,102,Field-Tested,Mil-Spec Grade
Feb 07 2022 10: +0,0.46,98,Field-Tested,Mil-Spec Grade
Feb 07 2022 11: +0,0.463,139,Field-Tested,Mil-Spec Grade
Feb 07 2022 12: +0,0.459,110,Field-Tested,Mil-Spec Grade
Feb 07 2022 13: +0,0.459,175,Field-Tested,Mil-Spec Grade
Feb 07 2022 14: +0,0.459,129,Field-Tested,Mil-Spec Grade
Feb 07 2022 15: +0,0.459,130,Field-Tested,Mil-Spec Grade
Feb 07 2022 16: +0,0.459,145,Field-Tested,Mil-Spec Grade
Feb 07 2022 17: +0,0.459,159,Field-Tested,Mil-Spec Grade
Feb 07 2022 18: +0,0.459,151,Field-Tested,Mil-Spec Grade
Feb 07 2022 19: +0,0.457,187,Field-Tested,Mil-Spec Grade
Feb 07 2022 20: +0,0.472,259,Field-Tested,Mil-Spec Grade
Feb 07 2022 21: +0,0.457,135,Field-Tested,Mil-Spec Grade
Feb 07 2022 22: +0,0.457,141,Field-Tested,Mil-Spec Grade
Feb 07 2022 23: +0,0.457,86,Field-Tested,Mil-Spec Grade
Feb 08 2022 00: +0,0.457,88,Field-Tested,Mil-Spec Grade
Feb 08 2022 01: +0,0.457,33,Field-Tested,Mil-Spec Grade
Feb 08 2022 02: +0,0.457,41,Field-Tested,Mil-Spec Grade
Feb 08 2022 03: +0,0.477,41,Field-Tested,Mil-Spec Grade
Feb 08 2022 04: +0,0.457,47,Field-Tested,Mil-Spec Grade
Feb 08 2022 05: +0,0.457,29,Field-Tested,Mil-Spec Grade
Feb 08 2022 06: +0,0.455,20,Field-Tested,Mil-Spec Grade
Feb 08 2022 07: +0,0.457,46,Field-Tested,Mil-Spec Grade
Feb 08 2022 08: +0,0.457,69,Field-Tested,Mil-Spec Grade
Feb 08 2022 09: +0,0.461,117,Field-Tested,Mil-Spec Grade
Feb 08 2022 10: +0,0.463,103,Field-Tested,Mil-Spec Grade
Feb 08 2022 11: +0,0.461,146,Field-Tested,Mil-Spec Grade
Feb 08 2022 12: +0,0.463,98,Field-Tested,Mil-Spec Grade
Feb 08 2022 13: +0,0.461,116,Field-Tested,Mil-Spec Grade
Feb 08 2022 14: +0,0.463,128,Field-Tested,Mil-Spec Grade
Feb 08 2022 15: +0,0.46,149,Field-Tested,Mil-Spec Grade
Feb 08 2022 16: +0,0.457,152,Field-Tested,Mil-Spec Grade
Feb 08 2022 17: +0,0.457,151,Field-Tested,Mil-Spec Grade
Feb 08 2022 18: +0,0.468,193,Field-Tested,Mil-Spec Grade
Feb 08 2022 19: +0,0.457,127,Field-Tested,Mil-Spec Grade
Feb 08 2022 20: +0,0.457,135,Field-Tested,Mil-Spec Grade
Feb 08 2022 21: +0,0.457,152,Field-Tested,Mil-Spec Grade
Feb 08 2022 22: +0,0.457,107,Field-Tested,Mil-Spec Grade
Feb 08 2022 23: +0,0.457,118,Field-Tested,Mil-Spec Grade
Feb 09 2022 00: +0,0.457,50,Field-Tested,Mil-Spec Grade
Feb 09 2022 01: +0,0.457,76,Field-Tested,Mil-Spec Grade
Feb 09 2022 02: +0,0.457,86,Field-Tested,Mil-Spec Grade
Feb 09 2022 03: +0,0.46,53,Field-Tested,Mil-Spec Grade
Feb 09 2022 04: +0,0.458,44,Field-Tested,Mil-Spec Grade
Feb 09 2022 05: +0,0.445,40,Field-Tested,Mil-Spec Grade
Feb 09 2022 06: +0,0.458,52,Field-Tested,Mil-Spec Grade
Feb 09 2022 07: +0,0.445,100,Field-Tested,Mil-Spec Grade
Feb 09 2022 08: +0,0.448,86,Field-Tested,Mil-Spec Grade
Feb 09 2022 09: +0,0.457,68,Field-Tested,Mil-Spec Grade
Feb 09 2022 10: +0,0.46,109,Field-Tested,Mil-Spec Grade
Feb 09 2022 11: +0,0.457,102,Field-Tested,Mil-Spec Grade
Feb 09 2022 12: +0,0.46,121,Field-Tested,Mil-Spec Grade
Feb 09 2022 13: +0,0.445,119,Field-Tested,Mil-Spec Grade
Feb 09 2022 14: +0,0.445,130,Field-Tested,Mil-Spec Grade
Feb 09 2022 15: +0,0.454,112,Field-Tested,Mil-Spec Grade
Feb 09 2022 16: +0,0.463,201,Field-Tested,Mil-Spec Grade
Feb 09 2022 17: +0,0.46,184,Field-Tested,Mil-Spec Grade
Feb 09 2022 18: +0,0.457,130,Field-Tested,Mil-Spec Grade
Feb 09 2022 19: +0,0.457,138,Field-Tested,Mil-Spec Grade
Feb 09 2022 20: +0,0.457,130,Field-Tested,Mil-Spec Grade
Feb 09 2022 21: +0,0.46,206,Field-Tested,Mil-Spec Grade
Feb 09 2022 22: +0,0.458,117,Field-Tested,Mil-Spec Grade
Feb 09 2022 23: +0,0.458,83,Field-Tested,Mil-Spec Grade
Feb 10 2022 00: +0,0.457,175,Field-Tested,Mil-Spec Grade
Feb 10 2022 01: +0,0.46,100,Field-Tested,Mil-Spec Grade
Feb 10 2022 02: +0,0.458,87,Field-Tested,Mil-Spec Grade
Feb 10 2022 03: +0,0.457,38,Field-Tested,Mil-Spec Grade
Feb 10 2022 04: +0,0.457,39,Field-Tested,Mil-Spec Grade
Feb 10 2022 05: +0,0.457,38,Field-Tested,Mil-Spec Grade
Feb 10 2022 06: +0,0.457,59,Field-Tested,Mil-Spec Grade
Feb 10 2022 07: +0,0.46,41,Field-Tested,Mil-Spec Grade
Feb 10 2022 08: +0,0.46,60,Field-Tested,Mil-Spec Grade
Feb 10 2022 09: +0,0.457,68,Field-Tested,Mil-Spec Grade
Feb 10 2022 10: +0,0.461,88,Field-Tested,Mil-Spec Grade
Feb 10 2022 11: +0,0.457,106,Field-Tested,Mil-Spec Grade
Feb 10 2022 12: +0,0.457,89,Field-Tested,Mil-Spec Grade
Feb 10 2022 13: +0,0.457,296,Field-Tested,Mil-Spec Grade
Feb 10 2022 14: +0,0.457,342,Field-Tested,Mil-Spec Grade
Feb 10 2022 15: +0,0.457,138,Field-Tested,Mil-Spec Grade
Feb 10 2022 16: +0,0.485,247,Field-Tested,Mil-Spec Grade
Feb 10 2022 17: +0,0.467,126,Field-Tested,Mil-Spec Grade
Feb 10 2022 18: +0,0.472,143,Field-Tested,Mil-Spec Grade
Feb 10 2022 19: +0,0.457,149,Field-Tested,Mil-Spec Grade
Feb 10 2022 20: +0,0.457,122,Field-Tested,Mil-Spec Grade
Feb 10 2022 21: +0,0.457,125,Field-Tested,Mil-Spec Grade
Feb 10 2022 22: +0,0.456,108,Field-Tested,Mil-Spec Grade
Feb 10 2022 23: +0,0.456,102,Field-Tested,Mil-Spec Grade
Feb 11 2022 00: +0,0.46,111,Field-Tested,Mil-Spec Grade
Feb 11 2022 01: +0,0.46,131,Field-Tested,Mil-Spec Grade
Feb 11 2022 02: +0,0.479,150,Field-Tested,Mil-Spec Grade
Feb 11 2022 03: +0,0.483,47,Field-Tested,Mil-Spec Grade
Feb 11 2022 04: +0,0.479,62,Field-Tested,Mil-Spec Grade
Feb 11 2022 05: +0,0.47,33,Field-Tested,Mil-Spec Grade
Feb 11 2022 06: +0,0.507,31,Field-Tested,Mil-Spec Grade
Feb 11 2022 07: +0,0.495,54,Field-Tested,Mil-Spec Grade
Feb 11 2022 08: +0,0.47,76,Field-Tested,Mil-Spec Grade
Feb 11 2022 09: +0,0.467,101,Field-Tested,Mil-Spec Grade
Feb 11 2022 10: +0,0.49,183,Field-Tested,Mil-Spec Grade
Feb 11 2022 11: +0,0.467,90,Field-Tested,Mil-Spec Grade
Feb 11 2022 12: +0,0.479,96,Field-Tested,Mil-Spec Grade
Feb 11 2022 13: +0,0.472,201,Field-Tested,Mil-Spec Grade
Feb 11 2022 14: +0,0.48,129,Field-Tested,Mil-Spec Grade
Feb 11 2022 15: +0,0.479,136,Field-Tested,Mil-Spec Grade
Feb 11 2022 16: +0,0.482,133,Field-Tested,Mil-Spec Grade
Feb 11 2022 17: +0,0.482,119,Field-Tested,Mil-Spec Grade
Feb 11 2022 18: +0,0.486,136,Field-Tested,Mil-Spec Grade
Feb 11 2022 19: +0,0.489,239,Field-Tested,Mil-Spec Grade
Feb 11 2022 20: +0,0.479,151,Field-Tested,Mil-Spec Grade
Feb 11 2022 21: +0,0.48,134,Field-Tested,Mil-Spec Grade
Feb 11 2022 22: +0,0.478,147,Field-Tested,Mil-Spec Grade
Feb 11 2022 23: +0,0.48,97,Field-Tested,Mil-Spec Grade
Feb 12 2022 00: +0,0.48,98,Field-Tested,Mil-Spec Grade
Feb 12 2022 01: +0,0.478,61,Field-Tested,Mil-Spec Grade
Feb 12 2022 02: +0,0.487,46,Field-Tested,Mil-Spec Grade
Feb 12 2022 03: +0,0.5,95,Field-Tested,Mil-Spec Grade
Feb 12 2022 04: +0,0.467,28,Field-Tested,Mil-Spec Grade
Feb 12 2022 05: +0,0.49,63,Field-Tested,Mil-Spec Grade
Feb 12 2022 06: +0,0.495,46,Field-Tested,Mil-Spec Grade
Feb 12 2022 07: +0,0.49,57,Field-Tested,Mil-Spec Grade
Feb 12 2022 08: +0,0.49,96,Field-Tested,Mil-Spec Grade
Feb 12 2022 09: +0,0.49,124,Field-Tested,Mil-Spec Grade
Feb 12 2022 10: +0,0.48,88,Field-Tested,Mil-Spec Grade
Feb 12 2022 11: +0,0.467,96,Field-Tested,Mil-Spec Grade
Feb 12 2022 12: +0,0.478,143,Field-Tested,Mil-Spec Grade
Feb 12 2022 13: +0,0.474,137,Field-Tested,Mil-Spec Grade
Feb 12 2022 14: +0,0.478,143,Field-Tested,Mil-Spec Grade
Feb 12 2022 15: +0,0.467,142,Field-Tested,Mil-Spec Grade
Feb 12 2022 16: +0,0.478,179,Field-Tested,Mil-Spec Grade
Feb 12 2022 17: +0,0.474,142,Field-Tested,Mil-Spec Grade
Feb 12 2022 18: +0,0.474,238,Field-Tested,Mil-Spec Grade
Feb 12 2022 19: +0,0.478,166,Field-Tested,Mil-Spec Grade
Feb 12 2022 20: +0,0.478,316,Field-Tested,Mil-Spec Grade
Feb 12 2022 21: +0,0.478,139,Field-Tested,Mil-Spec Grade
Feb 12 2022 22: +0,0.478,113,Field-Tested,Mil-Spec Grade
Feb 12 2022 23: +0,0.475,111,Field-Tested,Mil-Spec Grade
Feb 13 2022 00: +0,0.484,87,Field-Tested,Mil-Spec Grade
Feb 13 2022 01: +0,0.478,51,Field-Tested,Mil-Spec Grade
